title,url,address,title_kakao,nearby_attraction_1,nearby_attraction_2
어승생승마장-체험승마B코스,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000549&prdtDiv=COUP,제주시 1100로 2659,어승생승마장,,
송당승마장-단거리,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000486&prdtDiv=COUP,제주시 구좌읍 번영로 2015,송당승마장,성불오름,
제주레일파크㈜ - 레일바이크(2인승),www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000506&prdtDiv=COUP,제주시 구좌읍 용눈이오름로 641,제주레일파크,용눈이오름,
송당승마장-중거리,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000485&prdtDiv=COUP,제주시 구좌읍 번영로 2015,송당승마장,,
제주레일파크㈜ - 레일바이크(3인승),www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000507&prdtDiv=COUP,제주시 구좌읍 용눈이오름로 641,제주레일파크,용눈이오름,
제주레일파크㈜ - 레일바이크(4인승),www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000508&prdtDiv=COUP,제주시 구좌읍 용눈이오름로 641,제주레일파크,용눈이오름,
이어도승마장-체험코스,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000547&prdtDiv=COUP,서귀포시 성산읍 서성일로 269,이어도승마장,제주해양동물박물관,
이어도승마장-B코스,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000545&prdtDiv=COUP,서귀포시 성산읍 서성일로 269,이어도승마장,제주해양동물박물관,
이어도승마장-A코스,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000544&prdtDiv=COUP,서귀포시 성산읍 서성일로 269,이어도승마장,제주해양동물박물관,
박물관은살아있다,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000475&prdtDiv=COUP,서귀포시 중문관광로 42,천제연폭포,여미지식물원,
(예약필수)노리매,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000469&prdtDiv=COUP,서귀포시 대정읍 중산간서로 2260-15,노리매,제주곶자왈도립공원,오설록티뮤지엄
휴애리,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000540&prdtDiv=COUP,서귀포시 남원읍 신례동로 256,휴애리,상효원수목원,
"허브동산(주,야간통합)",www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000683&prdtDiv=COUP,서귀포시 표선면 돈오름로 170,제주허브동산,,
테지움사파리,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000538&prdtDiv=COUP,제주시 애월읍 평화로 2159,테디베어사파리,,
카멜리아힐,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000726&prdtDiv=COUP,서귀포시 안덕면 병악로 166,카멜리아힐,제주유리박물관,
중문카트,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000529&prdtDiv=COUP,서귀포시 일주서로 1114,중문카트체험장,,
건강과 성 박물관,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000718&prdtDiv=COUP,서귀포시 안덕면 일주서로 1611,건강과성박물관,카멜리아힐,
무병장수테마파크-국궁(신시국궁장),www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000523&prdtDiv=COUP,제주시 애월읍 어음리 49,무병장수테마파크,,
일출랜드,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000649&prdtDiv=COUP,서귀포시 성산읍 중산간동로 4150-30,일출랜드,블루마운틴커피박물관,
세계조가비박물관,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00001564&prdtDiv=COUP,서귀포시 태평로 284,세계조가비박물관,서귀포매일올레시장,
생각하는정원,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00001563&prdtDiv=COUP,제주시 한경면 녹차분재로 675,생각하는정원,저지오름,
선녀와나무꾼,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00001562&prdtDiv=COUP,제주시 조천읍 선교로 267,선녀와나무꾼테마공원,펀테마파크,
제주제트-제주제트보트,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00001561&prdtDiv=COUP,서귀포시 대포로 172-5,제주제트,대포주상절리,
산방산유람선,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000821&prdtDiv=COUP,서귀포시 안덕면 화순해안로106번길 16,,산방산,
산방산탄산온천,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000720&prdtDiv=COUP,서귀포시 안덕면 사계북로41번길 192,,산방산,
아프리카 박물관,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000723&prdtDiv=COUP,서귀포시 이어도로 49,아프리카박물관,대포주상절리,
세계자동차&피아노박물관,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000722&prdtDiv=COUP,서귀포시 안덕면 중산간서로 1610,세계자동차&피아노박물관,피규어뮤지엄제주,
플로라 공방 체험-마크라메,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00001560&prdtDiv=COUP,제주특별자치도 제주시 월랑로4길 27 B1층,,,
제주 인스킨케어 전신 A타입 (탐나오 단독 특가),www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000794&prdtDiv=COUP,제주시 신광로 96,,누웨마루거리,
플로라 공방 체험-LED아트,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00001069&prdtDiv=COUP,제주특별자치도 제주시 월랑로4길 27 B1층,,,
서귀포 자구리아로마,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00001553&prdtDiv=COUP,,,,
서귀포시 서귀테라피,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00001291&prdtDiv=COUP,,,,
제주도 돌상 스튜디오촬영권,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00001230&prdtDiv=COUP,,,,
제주도 리마인드 촬영,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00001330&prdtDiv=COUP,,,,
제주도 웨딩스냅,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00001331&prdtDiv=COUP,,,,
"제주도 반려동물촬영,우정촬영",www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00001371&prdtDiv=COUP,,,,
송악산 왕발통 투어,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000824&prdtDiv=COUP,서귀포시 대정읍 형제해안로 260,,송악산,
블루테라피 아로마스킨케어 이용권 [예약필수],www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000813&prdtDiv=COUP,,,,
힐링존아로마 전신관리 코스별 이용권,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000796&prdtDiv=COUP,,,,
[배낚시] 차귀도 달래배낚시 주간/야간,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000119&prdtDiv=COUP,제주시 한경면 고산리 3616-14,,,
제주바다체험장 체험권,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000714&prdtDiv=COUP,,,,
서귀포 남진호 배낚시,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00001297&prdtDiv=COUP,,,,
고흐의 정원 - 입장권,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00001470&prdtDiv=COUP,서귀포시 성산읍 삼달신풍로 132,고흐의정원,,
차귀도 체험 배낚시 바이킹호,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000404&prdtDiv=COUP,제주시 한경면 고산리 3616-14,,,
생각하는 정원 관람권,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000623&prdtDiv=COUP,제주시 한경면 녹차분재로 675,생각하는정원,저지오름,
드론파크 이용권,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00001296&prdtDiv=COUP,제주시 조천읍 남조로 2109-38,드론파크,에코랜드테마파크,
신화월드 테마파크,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00001446&prdtDiv=COUP,서귀포시 안덕면 신화역사로304번길 38,신화테마파크,소인국테마파크,
서귀포시 연스킨케어,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000445&prdtDiv=COUP,,,,
번개레이싱 카트 이용권,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00001048&prdtDiv=COUP,서귀포시 안덕면 녹차분재로 218 제주항공우주박물관 3층,번개레이싱,제주항공우주박물관,
김녕요트투어,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000694&prdtDiv=COUP,제주시 구좌읍 구좌해안로 229-16,김녕요트투어,김녕해수욕장,
조안베어뮤지엄,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000700&prdtDiv=COUP,서귀포시 대포로 113,조안베어뮤지엄,퍼시픽랜드,
(예약필수)난타공연 A석,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00001166&prdtDiv=COUP,,,,
(예약필수)난타공연 S석,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00001167&prdtDiv=COUP,,,,
(예약필수)난타공연 VIP석,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00001168&prdtDiv=COUP,,,,
[대정읍] 초콜릿박물관 입장권,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000137&prdtDiv=COUP,서귀포시 대정읍 일주서로 3000번길144,초콜릿박물관,가시오름,
제주유리박물관 유리공예 체험패키지,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000282&prdtDiv=COUP,서귀포시 중산간서로 1403,제주유리박물관,,
제주유리박물관 입장권,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000283&prdtDiv=COUP,서귀포시 중산간서로 1403,제주유리박물관,,
서귀포 캡틴호(주간/야간 배낚시),www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000869&prdtDiv=COUP,,,,
제주 화조원 입장권,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00001522&prdtDiv=COUP,,,,
마술같은 미술 퍼포먼스 페인터즈 히어로,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000061&prdtDiv=COUP,제주시 애월읍 평화로 2715 제주관광대학교 컨벤션홀,페인터즈 히어로 제주전용관,제주공룡랜드,
샹떼 ▶ 편안한 휴식을 선물하는 곳,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000980&prdtDiv=COUP,,,,
해녀의 태왁 체험,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00001294&prdtDiv=COUP,,,,
행복공방 도자기 체험 카페,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00001055&prdtDiv=COUP,,,,
어음분교1963,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00001510&prdtDiv=COUP,,,,
정다운아로마,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000123&prdtDiv=COUP,,,,
베이비카페어놀 어진이 입장권,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000391&prdtDiv=COUP,,,,
중문미로파크,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000826&prdtDiv=COUP,서귀포시 일주서로 1225-5,중문미로파크,제주유리박물관,
제주랜드 ATV 체험권,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000768&prdtDiv=COUP,서귀포시 성산읍 서성일로 397,제주랜드,,
제주랜드 승마체험권,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000770&prdtDiv=COUP,서귀포시 성산읍 서성일로 397,제주랜드,,
제주바당비행 패러글라이딩체험,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000630&prdtDiv=COUP,,,,
소인국테마파크,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000650&prdtDiv=COUP,서귀포시 안덕면 중산간서로 1878,소인국테마파크,제주신화월드,
(예약필수)스킨스쿠버 체험다이빙,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000764&prdtDiv=COUP,,,,
제주공룡랜드,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000499&prdtDiv=COUP,제주시 애월읍 광령평화2길 1,제주공룡랜드,,
아라동 포센트 캔들or향수만들기,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000963&prdtDiv=COUP,,,,
[OK마사지]전신 안마 + 디톡스 족욕,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000026&prdtDiv=COUP,,,,
석부작박물관,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000479&prdtDiv=COUP,서귀포시 일주동로 8941,석부작박물관,이중섭거리,
"토이파크 토이스토리 입장,레고체험+4D",www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000088&prdtDiv=COUP,,,,
서귀포 체험다이빙(장비대여 샤워시설 무료이용),www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00001461&prdtDiv=COUP,,,,
체험 스킨스쿠버다이빙 & 씨워커,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000014&prdtDiv=COUP,,,,
스킨스쿠버/스쿠버다이빙/스노쿨링,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00001403&prdtDiv=COUP,,,,
[한복체험]한복담,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00001232&prdtDiv=COUP,,,,
발나라 스킨케어 마사지,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000873&prdtDiv=COUP,,,,
제주시 연동 조아라뷰티센터,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000960&prdtDiv=COUP,,,,
제주시 연동 조아라뷰티센터,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000970&prdtDiv=COUP,,,,
제주시 연동 조아라뷰티센터,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000971&prdtDiv=COUP,,,,
서귀포 중문 발편한세상,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000874&prdtDiv=COUP,,,,
"차귀도 섬탐방 + 유람, 차귀도유람선",www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00001438&prdtDiv=COUP,제주시 한경면 고산리 3616-14,,,
서귀포 천일1호(주간/야간 배낚시),www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000870&prdtDiv=COUP,,,,
[배낚시] 서귀포 위미항 그랑블루호,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00001078&prdtDiv=COUP,,,,
서핑 체험강습 ＆서핑보드 렌탈,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00001115&prdtDiv=COUP,,,,
최남단 감귤따기체험/ 농장속 모노레일 기차여행,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00001229&prdtDiv=COUP,,,,
(사전예약) 성산스쿠버 체험 다이빙/오픈워터,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000837&prdtDiv=COUP,,,,
황금손아로마 황제전신/아로마 이용권,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000797&prdtDiv=COUP,,,,
**예약필수 제주 요트 다이빙,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000830&prdtDiv=COUP,,,,
니나수 족욕 카페,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00001412&prdtDiv=COUP,,,,
제주제트-파라세일링,www.tamnao.com/web/sp/detailPrdt.do?prdtNum=SP00000735&prdtDiv=COUP,서귀포시 대포로 172-5,제주제트,대포주상절리,
